,0,1,2,3,4
340,0.8283538091115774,0.5168263835137421,0.3545233216734681,0.5018964267028454,0.7392779764732784
387,-1.8418002353682497,-1.1547562209539273,-1.6480910910926414,-0.9310461370360927,-1.403441378351834
523,0.7299268641373226,1.1403038412918245,0.5640749284159068,0.7951185132911367,0.9033946586386875
119,-1.501196469964035,-0.44134099982024555,-1.3893838333567494,0.2382773125367974,-1.0484704634165838
197,0.379057545795897,0.6303631278459113,0.5469641436458877,0.19790075152620315,0.6209660277736481
555,-2.2926554410027467,-0.650728113759151,-1.8342555285138256,-0.1993462902313987,-1.2727799628534442
120,0.4279546090324854,-0.23622162442267522,0.21719423203553187,0.6881285299611513,0.27041324228974745
428,-2.1370354028847283,-0.272260948386557,-1.5955552436627738,0.40982239626674727,-1.047282763638322
520,-1.8187152089791305,0.397672391316346,-1.2013085555018646,1.320859155371583,-0.28989124564037344
547,0.6928788828808087,0.33787652467724333,1.14489130270616,0.817339385024795,0.42524914132038116
453,-2.1373209225671266,-0.41059697903016773,-1.7179628136754477,0.524572893117489,-0.9062785322986733
473,0.7073442930194686,0.4521838291889501,1.2650770395951938,0.9071008184187952,0.9667847547709096
590,-2.049391719254378,-0.8986838973000107,-1.7471829465351845,-0.5406291995849863,-1.4091892118608498
416,1.0904413382214861,0.9283835131470777,0.8547925423618725,0.5497533496973918,0.7285204193812417
461,0.8832013882313738,0.4143433753104079,0.5603438933973177,0.9248664831711828,0.9241741093433338
66,-2.416165515858816,-0.30716683700339387,-1.6489802619919565,0.7965785993538705,-0.8528306462502265
372,-2.173499352584655,-0.17724920531757848,-1.3477640155949129,0.6453034727518367,-0.6171757642977219
596,-2.29392369392446,-0.44731514385572546,-1.86172783351576,0.38946592175863287,-1.0680478668029052
233,-1.407176006969621,0.11736575478519344,-1.4094506043750394,0.8239374137920288,-0.31453697338925557
573,-2.207229171515768,-0.27358680443598726,-1.5618449392949123,0.8216018722317753,-0.9989281620553788
571,-0.047930342466698514,1.4314674881865577,0.7162328772920664,1.451594013330444,0.5331519992499382
154,0.4403870877948904,0.6054097992476992,0.37884952304384345,0.6429126080994118,0.35733412693755323
594,-2.0152168517709903,0.35807219247829564,-1.469790339418824,1.3051775718900895,-0.530207745149461
380,-1.6667020274672149,-1.238886210927405,-1.586255876581119,-1.1410816322075559,-1.4530574020010603
311,1.0110272059723653,0.36169396506176293,0.6063603945363761,1.0918822706362081,0.5978272773800914
202,-1.9387918956290968,-0.6985967514918363,-1.5984467188933533,-0.457026244314004,-1.0370196021015712
138,0.24973040343559788,0.18898474974500043,0.6922950157741251,0.6184948109939421,0.601160886753564
134,0.6382311679330794,0.17599093713622493,0.6359622002636298,-0.10479107062806121,0.38940907701318783
266,-1.6869744846588346,-0.23509510879823253,-1.2767764802729857,0.7174535745010462,-0.599282903611891
564,-1.0456575457201234,0.9543998750361945,-0.5629551834262286,1.8102568320304422,0.1531512712637373
1,-1.6502581924251811,-0.3500330692867405,-1.1271713542640382,-0.25162251468115054,-1.147113794917438
410,-1.5951431454205838,0.46149462957493403,-1.0043751190720858,1.4221482901326707,-0.20644999614665163
125,-1.8621026968366459,-0.6018630143540784,-1.5487959067400385,-0.319363630177816,-1.124119813368627
263,-1.8351674650045147,-0.18602468622028884,-1.416318450679043,0.2907754556080505,-0.6239659421155006
599,-1.5875893040915523,-1.2918703490291634,-1.5283987566340171,-1.303350609312999,-1.4659634624760043
9,0.8763772728961925,0.9185687221802291,0.9280609979553529,0.43034173401117676,1.085077294946571
204,0.4671877960487112,0.5777070227878358,0.5925378617637174,1.0827453418643473,0.8476081568140856
289,1.0273154805965812,0.404623895845803,0.8767338266908258,0.27588924917979546,0.47682774868999295
41,-1.9621953882590333,-0.17121745181004802,-1.4256810910116617,0.9230642510285084,-0.5938117665676953
11,0.353563706300309,0.5847427087618662,0.42402967878640274,0.9435492393570354,0.5164212730272427
507,0.9077442265251138,0.2105618526943702,0.6700335387515237,0.4872829356200254,0.5998853497164385
28,-1.8662216454587286,-0.8589303433206309,-1.685395406626092,-0.6178876849762625,-1.3407012962025642
206,0.46177941452569843,0.5222491182393799,0.6783715350178651,0.1498812505394779,0.8648147155920596
130,0.25010567321305743,0.3553671195794348,-0.04856359410143082,0.5445913602764245,0.3101115878606219
401,0.8509645096056899,0.6463323472362212,0.6206392288517161,0.9744420789036965,0.6255694563058809
232,-1.7577062228946323,-1.1553821871001773,-1.6345933746560948,-0.9534912674386092,-1.3606097450658807
476,0.7816889135527558,0.719721366520044,0.3707013116462263,1.2320794410982752,0.7824702222337724
93,0.0956636825486601,1.3948320691141578,0.22683238736359407,1.3034642800596896,0.6431587298520126
229,0.7594515256313887,0.31679531053715765,1.0161717813535434,0.7378809617256964,0.2956403518546523
87,0.5813170404607784,1.1779651022546909,0.7367113947593746,0.4344763436452465,0.45740898769909366
55,1.0401563550312694,0.23433255607852693,0.5708881694877841,1.0174720964276343,0.8137181610684033
486,0.8465981485432743,0.5269044065723458,0.6244732176609699,1.213472175978674,0.5750324163069497
216,-1.5553968333292922,0.07233388022955702,-1.10062887789358,0.7253709714682253,-0.7201256547213541
166,-1.6618368899603393,-0.40684226087874237,-1.4105435069530414,0.2962160153130799,-0.6589148664046521
561,-2.129976899650227,-0.7817028136409186,-1.8641698634976769,0.014405589874233328,-1.2524531662326988
319,0.8766945520741173,0.4290810667595166,0.8197634262438563,0.6972973062388528,0.959934873887987
607,-1.712926271416556,0.7706426832607407,-1.0796762607700254,1.5066594830232933,-0.22490974593313742
201,-0.9401396351901076,0.6327978710304135,-0.5424741925385166,1.1400371191079262,-0.15318561226816094
62,-2.316934575995172,-0.28116028273027605,-1.7634002657874976,0.7194326491942711,-1.07179458302544
